Product ID,Product Name,Brand,Current Price,Original Price,Discount,Rating,Reviews,Stock Status,SellerInfo,CATEGORY,Current Price Average,Original Price Average,General_Category
CO645MW33ORRJNAFAMZ,Colins Man BLACK PANTS,Colins,1190.00,1449.00,18%,0.0,0,Available,ColinsEG,Fashion,1190.0,1449.0,Fashion
CO645MW20AY3JNAFAMZ,Colins Man NAVY POLO TSHIRT SHORT SLEEVE,Colins,440.00,699.00,37%,0.0,0,Available,ColinsEG,Fashion,440.0,699.0,Fashion
CO645MW3AL6NZNAFAMZ,Colins Woman BLUE PANTS,Colins,1390.00,1999.00,30%,0.0,0,Available,ColinsEG,Fashion,1390.0,1999.0,Fashion
CO645MW1UREGFNAFAMZ,Colins Woman SWEAT,Colins,790.00,1449.00,45%,0.0,0,Available,ColinsEG,Fashion,790.0,1449.0,Fashion
CO645MW2WB8CNNAFAMZ,Colins Woman BLACK PANTS,Colins,1190.00,1799.00,34%,0.0,0,Available,ColinsEG,Fashion,1190.0,1799.0,Fashion
CO645MW2P43NBNAFAMZ,Colins Woman YELLOW DRESS,Colins,790.00,999.00,21%,0.0,0,Available,ColinsEG,Fashion,790.0,999.0,Fashion
CO645MW2V8EZ3NAFAMZ,Colins Man BLACK TSHIRT SHORT SLEEVE,Colins,390.00,599.00,35%,0.0,0,Available,ColinsEG,Fashion,390.0,599.0,Fashion
CO645MW1RCSVJNAFAMZ,Colins Man  POLO TSHIRT SHORT SLEEVE,Colins,440.00,699.00,37%,0.0,0,Available,ColinsEG,Fashion,440.0,699.0,Fashion
CO645MW2K2BNZNAFAMZ,Colins Woman GREEN TSHIRT SHORT SLEEVE,Colins,290.00,449.00,35%,0.0,0,Available,ColinsEG,Fashion,290.0,449.0,Fashion
CO645MW1R6STRNAFAMZ,Colins Man RED SHIRT LONG SLEEVE,Colins,690.00,1099.00,37%,0.0,0,Available,ColinsEG,Fashion,690.0,1099.0,Fashion
CO645MW26S5XJNAFAMZ,Colins Man DENIM PANTS,Colins,1490.00,1999.00,25%,5.0,1,Available,ColinsEG,Fashion,1490.0,1999.0,Fashion
CO645MW2P90CFNAFAMZ,Colins Man NAVY POLO TSHIRT SHORT SLEEVE,Colins,790.00,1199.00,34%,0.0,0,Available,ColinsEG,Fashion,790.0,1199.0,Fashion
CO645MW2H5ASVNAFAMZ,Colins Woman GREEN TSHIRT SHORT SLEEVE,Colins,390.00,579.00,33%,0.0,0,Available,ColinsEG,Fashion,390.0,579.0,Fashion
AD537FS0106BRNAFAMZ,ADIDAS LIT48 Advantage Base Tennis Shoes  Ftwr White,ADIDAS,2245.08 -  2252.54,4599.00,51%,4.7,149,Available,Jumia,Fashion,2248.81,4599.0,Fashion
AD537FS0YVQNBNAFAMZ,ADIDAS DBF11 Adilette Aqua Swim SandalsSlippers  Core Black,ADIDAS,790.48 -  793.15,1599.00,51%,4.5,312,Available,Jumia,Fashion,791.815,1599.0,Fashion
AD537LU05H45TNAFAMZ,ADIDAS RF082   Motion Linear Backpack Black,ADIDAS,1079.98,2099.00,49%,4.5,185,Available,Jumia,Fashion,1079.98,2099.0,Fashion
AD537FS1SKJ7BNAFAMZ,ADIDAS IE8918 Adilette Aqua Slides,ADIDAS,876.42 -  1068.81,1599.00,45%,4.1,12,Available,Jumia,Fashion,972.615,1599.0,Fashion
AD537LU1GICY9NAFAMZ,ADIDAS CE861 Training Endurance Packing System Backpack Black,ADIDAS,2630.21,4999.00,47%,4.0,14,Available,Jumia,Fashion,2630.21,4999.0,Fashion
AD537LU15UP81NAFAMZ,ADIDAS NCY14   4Nwnl Backpack Black,ADIDAS,4419.11,8999.00,51%,5.0,2,Available,Jumia,Fashion,4419.11,8999.0,Fashion
CO645MW30U4JRNAFAMZ,Colins Woman YELLOW DRESS,Colins,990.00,1299.00,24%,0.0,0,Available,ColinsEG,Fashion,990.0,1299.0,Fashion
AD537LU006CVLNAFAMZ,ADIDAS NCM88   Must Haves Seasonal Backpack Black,ADIDAS,1800.64,3499.00,49%,5.0,5,Available,Jumia,Fashion,1800.64,3499.0,Fashion
CO645MW1VH4DRNAFAMZ,Colins Woman RED SKIRT,Colins,690.00,999.00,31%,0.0,0,Available,ColinsEG,Fashion,690.0,999.0,Fashion
AD537LU1574GHNAFAMZ,ADIDAS L9583   Classic Badge Of Sport Backpack Green,ADIDAS,893.92,1799.00,50%,4.8,13,Available,Jumia,Fashion,893.92,1799.0,Fashion
AD537FS0NKI5JNAFAMZ,ADIDAS DUZ31 Adilette Aqua Swim SandalsSlippers  Wonder Mauve,ADIDAS,870.34 -  872.65,1599.00,46%,4.6,105,Available,Jumia,Fashion,871.495,1599.0,Fashion
AD537LU0BFG7LNAFAMZ,ADIDAS MLQ79 Training EpSyst Team Backpack 35 L Blue,ADIDAS,1955.29,3799.00,49%,4.6,26,Available,Jumia,Fashion,1955.29,3799.0,Fashion
AD537FS19LJJBNAFAMZ,ADIDAS LIT48 Advantage Base Tennis Shoes  Core Black,ADIDAS,2260.99 -  2261.91,4599.00,51%,4.5,62,Available,Jumia,Fashion,2261.45,4599.0,Fashion
AD537FC2SY49JNAFAMZ,ADIDAS HT4744 Essentials Linear Duffel Bag Extra Small,ADIDAS,847.19,1499.00,43%,4.5,29,Available,Jumia,Sporting Goods,847.19,1499.0,Sporting Goods
AM423MW2UOZAFNAFAMZ,American Eagle Dreamy Drape LinenBlend Baggy WideLeg Cargo Pant,American Eagle,1050.00,2700.00,61%,4.9,10,Available,AEO Egypt,Fashion,1050.0,2700.0,Fashion
AD537FS1HC6EFNAFAMZ,ADIDAS LUT47 Adilette Comfort Swim SandalsSlippers  Core Black,ADIDAS,1460.56 -  1472.69,2799.00,48%,4.4,40,Available,Jumia,Fashion,1466.625,2799.0,Fashion
LC160MW1ZU20NNAFAMZ,LC Waikiki Floral Long Sleeve Womens Shirt Dress,LC Waikiki,529.00,1299.00,59%,4.5,17,Available,LC Waikiki Marketplace,Fashion,529.0,1299.0,Fashion
AD537FS11BM87NAFAMZ,ADIDAS Adilette Aqua Swim SandalsSlippers  Core Black,ADIDAS,866.32 -  875.59,1599.00,46%,4.3,170,Available,Jumia,Fashion,870.955,1599.0,Fashion
AD537FS05PI07NAFAMZ,ADIDAS DBF11 Adilette Aqua Swim SandalsSlippers  Ftwr White,ADIDAS,785.98 -  788.42,1599.00,51%,4.4,205,Available,Jumia,Fashion,787.2,1599.0,Fashion
AM423MW0AAEL2NAFAMZ,American Eagle Slim Flex Polo Shirt,American Eagle,760.00,1900.00,60%,4.5,97,Available,AEO Egypt,Fashion,760.0,1900.0,Fashion
GE810MW2D1791NAFAMZ,Gij2pieces Brown Casual Pantsuit,Unknown Brand,550.00,1200.00,54%,0.0,0,Available,gigi fashion,Fashion,550.0,1200.0,Fashion
ST352FS073A6SNAFAMZ,Starter StepSync Womens Shoes Sneaker  Pink,Starter,545.00,1090.00,50%,4.5,21,Available,Zarzour And Partners For FootWear Manufacturing,Fashion,545.0,1090.0,Fashion
AD537FS0MZ2JRNAFAMZ,ADIDAS DBF11 Adilette Aqua Swim SandalsSlippers  Dark Blue,ADIDAS,872.22 -  1176.00,1599.00,45%,4.4,57,Available,Jumia,Fashion,1024.1100000000001,1599.0,Fashion
GE810FC2OKA2PNAFAMZ,Luxury Velvet Jewelry And Accessories Organizer  Elegant Storage For Rings Earrings Necklaces And,Unknown Brand,133.00,400.00,67%,0.0,0,Available,AlMalek Home Appliance‬‏ Marketplace,Fashion,133.0,400.0,Fashion
LC160MW1YATVNNAFAMZ,LC Waikiki Crew Neck Oversize Boys TShirt,LC Waikiki,239.00,349.00,32%,4.7,9,Available,LC Waikiki Marketplace,Fashion,239.0,349.0,Fashion
NI948FS2IZ2UVNAFAMZ,Nike Air Max Sc Shoes For Mens  BlackBlackBlack,Nike,4500.00 -  5571.00,9000.00,50%,4.7,6,Available,Jumia,Fashion,5035.5,9000.0,Fashion
GE810FS2R7FB1NAFAMZ,White Black  Kids Shoes,Unknown Brand,275.00,550.00,50%,0.0,0,Available,Arrival Trends,Fashion,275.0,550.0,Fashion
SH574MW35APVJNAFAMZ,SHEIN Breasts Large Waist Chic Top SALE,SHEIN,379.99,999.00,62%,0.0,0,Available,Erina Store,Fashion,379.99,999.0,Fashion
GE810SL2XVNGDNAFAMZ,Womens PajamasSummerBig Size,Unknown Brand,399.00,899.00,56%,0.0,0,Available,MHA,Fashion,399.0,899.0,Fashion
AM423MW32NSOWNAFAMZ,American Eagle AE Graphic Hoodie,American Eagle,1080.00,2700.00,60%,4.5,15,Available,AEO Egypt,Fashion,1080.0,2700.0,Fashion
HO255FA0AUTOONAFAMZ,Socks  Set Of 6 Pieces Soket High Quality 100 Cotton,Unknown Brand,69.00 -  79.00,199.00,65%,3.6,393,Available,Relax With Cotton,Fashion,74.0,199.0,Fashion
GE810MW2V2GPHNAFAMZ,Stylish Girls Outfit Set,Unknown Brand,240.00,550.00,56%,0.0,0,Available,Unknown,Fashion,240.0,550.0,Fashion
DI195FA00GDUJNAFAMZ,Dice  Set Of 3 Boxers  For Men And Boys,Dice,116.00 -  209.99,699.00,83%,4.4,309,Available,Relax With Cotton,Fashion,162.995,699.0,Fashion
DI195MW1DKDR1NAFAMZ,Dice  Set Of 6 Ankle Socks  For Men,Dice,163.00,499.00,67%,4.1,122,Available,AlQasas Marketplace,Fashion,163.0,499.0,Fashion
AC452FS1C4V9NNAFAMZ,Activ Leather Lace Up Pewter Grey Sneakers,Activ,549.00,999.00,45%,4.0,98,Available,Activ New Official Store,Fashion,549.0,999.0,Fashion
DI195MW1MDVESNAFAMZ,Dice 100 Cotton 3 Sleeveless Solid Men Undershirts,Dice,249.99,600.00 -  640.00,61%,4.4,189,Available,EL Badr Marketplace.,Fashion,249.99,620.0,Fashion
QU628SL2NPZYHNAFAMZ,QUMASH Bundle OF 5 Cotton Panties,QUMASH,129.00,299.00,57%,4.1,47,Available,El Mesery Marketplace,Fashion,129.0,299.0,Fashion
AD537FS10Q6MFNAFAMZ,ADIDAS Tensaur Sport 20 Cf K Running Shoes  Core Black,ADIDAS,1237.83 -  1368.84,2599.00,52%,4.6,207,Available,Jumia,Fashion,1303.335,2599.0,Fashion
DI195MW19VRPGNAFAMZ,Dice  Bundle Of 6 Boxers For Men  Boys,Dice,329.99 -  399.99,760.00 -  1050.00,62%,4.3,278,Available,EL Badr Marketplace.,Fashion,364.99,905.0,Fashion
AD537FS3AQZ93NAFAMZ,ADIDAS ID2701 Duramo RC Shoes,ADIDAS,2683.00,3399.00,21%,4.7,23,Available,Jumia,Fashion,2683.0,3399.0,Fashion
CO062SL0ISW54NAFAMZ,Malika Bundle OF Six Printed Underwear  For Women,Malika,199.00,358.00 -  399.00,50%,4.1,1485,Available,Egycare Marketplace,Fashion,199.0,378.5,Fashion
DI195MW040KG4NAFAMZ,Dice Bundle Of Three Cotton Solid Undershirts,Dice,256.00,640.00 -  660.00,61%,4.3,172,Available,EL Badr Marketplace.,Fashion,256.0,650.0,Fashion
GE810FC14FUE5NAFAMZ,Socks  Set Of 6 Half Soket High Quality 100 Cotton,Unknown Brand,99.00,399.00,75%,3.9,124,Available,Relax With Cotton,Fashion,99.0,399.0,Fashion
DI195MW0VPDLPNAFAMZ,Dice  Set Of 4 Ankle Socks  For Men,Dice,115.00,499.00,77%,4.2,141,Available,AlQasas Marketplace,Fashion,115.0,499.0,Fashion
LC160MW298SFKNAFAMZ,LC Waikiki Womens Dress With Judge Collar Pattern,LC Waikiki,509.00,999.00,49%,4.1,8,Available,LC Waikiki Marketplace,Fashion,509.0,999.0,Fashion
BR205MW1CAFDLNAFAMZ,AMShop  6 Underwear Printed With Underwire Cotton,AM-Shop,189.00,349.00,46%,3.3,42,Available,AM-Shop,Fashion,189.0,349.0,Fashion
DI195MW1NHXK0NAFAMZ,Dice  Bundle Of 6 Boxers,Dice,353.45,400.00 -  500.00,29%,4.1,330,Available,EL Badr Marketplace.,Fashion,353.45,450.0,Fashion
AD537FS2GNDNVNAFAMZ,ADIDAS Advantage Base 20 Shoes  white,ADIDAS,3458.00 -  3630.00,4599.00,25%,4.4,37,Available,Jumia,Fashion,3544.0,4599.0,Fashion
GE810FA0C7K13NAFAMZ,Roomba Fashion Sneakers  Men,Unknown Brand,290.00,350.00 -  520.00,44%,3.7,483,Available,Mohamed abdelwahab,Fashion,290.0,435.0,Fashion
ME773MW0WIILINAFAMZ,Mesery Womens Cotton Stretch Plain Tank Top  Black,Mesery,68.00 -  98.00,198.00,66%,4.2,121,Available,El Mesery Marketplace,Fashion,83.0,198.0,Fashion
GE810FA18SHDUNAFAMZ,Bundle Of 15 Women Ankle Socks For Women,Unknown Brand,99.99 -  109.99,259.00 -  349.00,68%,3.8,5053,Available,AM-Shop,Fashion,104.99,304.0,Fashion
AD537FS34SN7BNAFAMZ,ADIDAS ID2704 Duramo RC Shoes,ADIDAS,2683.00,3399.00,21%,4.4,109,Available,Jumia,Fashion,2683.0,3399.0,Fashion
AD537FS2CVEXJNAFAMZ,ADIDAS IE5985 Tensaur Run 20 Shoes Kids,ADIDAS,1674.87,2799.00,40%,4.4,44,Available,Jumia,Fashion,1674.87,2799.0,Fashion
GE810FS09TZP7NAFAMZ,Slippers For Unisex ,Unknown Brand,109.00 -  119.00,299.00,64%,3.7,157,Available,AlQasas Marketplace,Fashion,114.0,299.0,Fashion
GE810MW0392B7NAFAMZ,Set Of 6 Long Socks Men White,Unknown Brand,84.99,129.00,34%,3.9,206,Available,AM-Shop,Fashion,84.99,129.0,Fashion
LC160MW26HU1PNAFAMZ,LC Waikiki Color Block Womens Booties Socks 5Pack,LC Waikiki,129.00,199.00,35%,4.4,16,Available,LC Waikiki Marketplace,Fashion,129.0,199.0,Fashion
GE810FC1NGNJANAFAMZ,Bracelets 4Pcs Set Trendy  Bracelets For Women,Bracelets,36.00,180.00,80%,4.0,565,Available,Bracelets.,Fashion,36.0,180.0,Fashion
AD537FS0EIH4HNAFAMZ,ADIDAS LZQ53 Running Duramo Sl Shoes Blue,ADIDAS,2261.91,4299.00,47%,4.4,71,Available,Jumia,Fashion,2261.91,4299.0,Fashion
LC160MW0JAZMKNAFAMZ,LC Waikiki Long Sleeve Basic Baby Boy Shirt,LC Waikiki,499.00,499.00,0%,4.5,46,Available,LC Waikiki Marketplace,Fashion,499.0,499.0,Fashion
BR647FA0MCLPWNAFAMZ,Malika  6 Underwear Brief Printed With Underwire Cotton,Malika,189.00,299.00 -  399.00,53%,3.6,118,Available,Relax With Cotton,Fashion,189.0,349.0,Fashion
DI195MW1FU3R8NAFAMZ,Dice  Bundle Of 3 Boxers For Men  Boys,Dice,169.99 -  209.99,380.00 -  565.00,64%,4.4,253,Available,EL Badr Marketplace.,Fashion,189.99,472.5,Fashion
AC452FS2YE81JNAFAMZ,Activ Plain Black Thong Slippers,Activ,139.00,299.00,54%,5.0,2,Available,Activ New Official Store,Fashion,139.0,299.0,Fashion
DI195FA0VUM7LNAFAMZ,Dice Bundle Of Five Men Boxers,Dice,349.00,699.00,50%,4.3,2277,Available,El Mesery Marketplace,Fashion,349.0,699.0,Fashion
AC452FS0PV5S1NAFAMZ,Activ Navy Blue  White Casual Lace Up Sneakers,Activ,549.00,999.00,45%,4.2,147,Available,Activ New Official Store,Fashion,549.0,999.0,Fashion
BR968MW11A78BNAFAMZ,Solid Dual Pocket Open Front Teddy CoatBlack,Unknown Brand,299.99,799.00,62%,4.3,432,Available,Erina Store,Fashion,299.99,799.0,Fashion
DE403FS216LX4NAFAMZ,Desert Trendy Unisex Kids Leather Velcro Sneakers  Printed Design,Desert,219.00,609.00,64%,4.2,46,Available,DESERT SHOES IND,Fashion,219.0,609.0,Fashion
QU628SL2HRNWPNAFAMZ,QUMASH Bundle OF Three Brief Smooth Cotton Hipster Panties,QUMASH,79.00,199.00,60%,3.8,66,Available,El Mesery Marketplace,Fashion,79.0,199.0,Fashion
GE810FS10RUJKNAFAMZ,Slippers Black And White Lines For Men  Comfortable Leather ,Unknown Brand,99.00,199.00,50%,3.9,346,Available,AlQasas Marketplace,Fashion,99.0,199.0,Fashion
LC160MW2MZ36ZNAFAMZ,LC Waikiki Grandad Collar Long Sleeve Baby Boy Shirt,LC Waikiki,249.00,499.00,50%,5.0,2,Available,LC Waikiki Marketplace,Fashion,249.0,499.0,Fashion
CO251MW0ISRYZNAFAMZ,Cottonil  Set Of 5 Boxer Every Day,Cottonil,329.00 -  339.00,899.00,63%,4.0,40,Available,Relax With Cotton,Fashion,334.0,899.0,Fashion
DE403FS2EA6RJNAFAMZ,Desert Womens Sportive Knit Sneakers  Stylish Printed Design,Desert,219.00,629.00,65%,3.7,10,Available,DESERT SHOES IND,Fashion,219.0,629.0,Fashion
AC452FS19VF63NAFAMZ,Activ Leather Lace Up Navy Blue Sneakers,Activ,549.00,999.00,45%,4.1,223,Available,Activ New Official Store,Fashion,549.0,999.0,Fashion
CO251MW1K94VYNAFAMZ,Cottonil Bundle OF 5  Men Boxer Solid,Cottonil,349.00,499.00,30%,4.1,1548,Available,El Mesery Marketplace,Fashion,349.0,499.0,Fashion
AD537FS2UQF2VNAFAMZ,ADIDAS GW6440 Tensaur Hook and Loop Shoes,ADIDAS,1373.41 -  1674.87,2599.00,47%,4.5,33,Available,Jumia,Fashion,1524.1399999999999,2599.0,Fashion
MI378FA0E4LC7NAFAMZ,Milk  Set Of 3 Underwear Printed  For Women,Milk,169.00 -  179.00,599.00,72%,4.4,134,Available,Relax With Cotton,Fashion,174.0,599.0,Fashion
DI195SL0P4RV3NAFAMZ,Dice  Set Of 6 Soft Plain Berif Panties  For Woman,Dice,319.99,699.00,54%,4.5,81,Available,Relax With Cotton,Fashion,319.99,699.0,Fashion
DE403FS1P9ZCVNAFAMZ,Desert Womens Sportive Knit Sneakers  Stylish Printed Design,Desert,219.00,629.00,65%,4.6,10,Available,DESERT SHOES IND,Fashion,219.0,629.0,Fashion
AD537FS0X5KZRNAFAMZ,ADIDAS LZQ53 Duramo Sl W Running Shoes  Flash Aqua,ADIDAS,2171.47 -  2261.91,4599.00,53%,3.8,35,Available,Jumia,Fashion,2216.6899999999996,4599.0,Fashion
DI195MW0HWTKGNAFAMZ,Dice 100 Cotton 3 Half Sleeve Undershirts Round Neck,Dice,272.00,660.00 -  700.00,61%,4.3,53,Available,EL Badr Marketplace.,Fashion,272.0,680.0,Fashion
BR205FA02R4IRNAFAMZ,AMShop Bundle OF 5 Socks,AM-Shop,59.99,199.00,70%,3.4,211,Available,AM-Shop,Fashion,59.99,199.0,Fashion
ME773MW0079SCNAFAMZ,Mesery Sleep Shirt Cotton Thin Strap  Printed,Mesery,159.00,299.00 -  399.00,60%,4.2,110,Available,El Mesery Marketplace,Fashion,159.0,349.0,Fashion
DI195SL0EOAG3NAFAMZ,Dice  Set Of 5 Soft Plain Berif Panties  For Woman,Dice,269.00,599.00,55%,4.4,80,Available,Relax With Cotton,Fashion,269.0,599.0,Fashion
ME773MW0U1370NAFAMZ,Mesery Sleep Shirt Cotton Thin Strap  Printed,Mesery,159.00,299.00 -  399.00,60%,4.5,37,Available,El Mesery Marketplace,Fashion,159.0,349.0,Fashion
DI195MW0QEKTTNAFAMZ,Dice  Set Of 6 Boxers  For Men And Boys,Dice,270.00 -  399.99,699.00,61%,4.2,185,Available,Relax With Cotton,Fashion,334.995,699.0,Fashion
DI391MW1699U9NAFAMZ,Diadora Men Cotton Basic Short   DarkGrey,Diadora,249.00,499.00,50%,4.6,15,Available,Zarzour Fashion Marketplace,Fashion,249.0,499.0,Fashion
LC160MW25CVHBNAFAMZ,LC Waikiki Crew Neck Regular Long Sleeve Womens Dress,LC Waikiki,719.00,1299.00,45%,4.5,4,Available,LC Waikiki Marketplace,Fashion,719.0,1299.0,Fashion
AC452FS0QP65MNAFAMZ,Activ Lace Up Perforated Leather Sneakers  Navy Blue,Activ,549.00,999.00,45%,4.2,271,Available,Activ New Official Store,Fashion,549.0,999.0,Fashion
DI195MW0X0DLWNAFAMZ,Dice  Bundle Of 6 Loose Plain Boxers,Dice,489.99,1120.00 -  1210.00,60%,4.1,115,Available,EL Badr Marketplace.,Fashion,489.99,1165.0,Fashion
BR641FS36OMK3NAFAMZ,Testa Toro Q1 A Luxury Casual Shoe With A Fresh Design Concept,Testa Toro,424.00,850.00,50%,4.3,34,Available,Testa Toro LLC,Fashion,424.0,850.0,Fashion
AM423MW1K1L86NAFAMZ,American Eagle Flex 12 Longer Length Khaki Short,American Eagle,525.00,1750.00,70%,4.7,30,Available,AEO Egypt,Fashion,525.0,1750.0,Fashion
DI195MW05EAKKNAFAMZ,Dice 100 Cotton 6 Sleeveless Solid Men Undershirts,Dice,477.00,1140.00 -  1185.00,60%,4.2,75,Available,EL Badr Marketplace.,Fashion,477.0,1162.5,Fashion
ME773SL0USRPENAFAMZ,Mesery Bundle OF 5 Cotton Panties Dantel,Mesery,179.00,299.00,40%,3.8,364,Available,El Mesery Marketplace,Fashion,179.0,299.0,Fashion
GE810FS04D606NAFAMZ,Slippers For Unisex ,Unknown Brand,109.00 -  119.00,299.00,64%,4.5,96,Available,AlQasas Marketplace,Fashion,114.0,299.0,Fashion
GE810FA0QHILANAFAMZ,Socks  Set Of 12 Ankle Socks  For Kids,Unknown Brand,119.00,299.00,60%,4.2,293,Available,Relax With Cotton,Fashion,119.0,299.0,Fashion
NI597MW1AEWMJNAFAMZ,Nileton Sportswear  Sport Leggings Pants With Wide Leg  High Waist,Nileton,375.00,850.00,56%,4.4,214,Available,Nileton,Fashion,375.0,850.0,Fashion
AD537FS1RFBXBNAFAMZ,ADIDAS VL Court Base Shoes  White,ADIDAS,3156.00,3999.00,21%,4.3,4,Available,Jumia,Fashion,3156.0,3999.0,Fashion
